《中华人民共和国民事诉讼法》第九十二条,10128, 受送达人下落不明，或者用本节规定的其他方式无法送达的，公告送达。自发出公告之日起，经过六十日，即视为送达。公告送达，应当在案卷中记明原因和经过。
《中华人民共和国担保法》第六条,9796, 本法所称保证，是指保证人和债权人约定，当债务人不履行债务时，保证人按照约定履行债务或者承担责任的行为。
《关于民事诉讼证据的若干规定》第二条,9739,N/A
《最高人民法院关于人民法院审理借贷案件的若干意见》第6条,9008,N/A
《关于适用〈中华人民共和国婚姻法〉若干问题的解释（二）》第二十四条,7656,N/A
《关于适用﹤中华人民共和国婚姻法﹥若干问题的解释（二）》第二十四条,7407,N/A
《关于审理民间借贷案件适用法律若干问题的规定》第二十九条,7112,N/A
《中华人民共和国民事诉讼法》第一百三十四条,7108, 人民法院审理民事案件，除涉及国家秘密、个人隐私或者法律另有规定的以外，应当公开进行。离婚案件，涉及商业秘密的案件，当事人申请不公开审理的，可以不公开审理。
《最高人民法院关于适用＜中华人民共和国婚姻法＞若干问题的解释（二）》第二十四条,6851,N/A
《最高人民法院关于适用<中华人民共和国婚姻法>若干问题的解释（二）》第二十四条,6851,N/A
《中华人民共和国婚姻法》第四十一条,6482,  离婚时，原为夫妻共同生活所负的债务，应当共同偿还。共同财产不足清偿的，或财产归各自所有的，由双方协议清偿；协议不成时，由人民法院判决。
《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第三十条,6156,出借人与借款人既约定了逾期利率，又约定了违约金或者其他费用，出借人可以选择主张逾期利息、违约金或者其他费用，也可以一并主张，但总计超过年利率24%的部分，人民法院不予支持。
《中华人民共和国民法通则》第一百三十四条,6124, 承担民事责任的方式主要有：（一）停止侵害；（二）排除妨碍；（三）消除危险；（四）返还财产；（五）恢复原状；（六）修理、重作、更换；（七）赔偿损失；（八）支付违约金；（九）消除影响、恢复名誉；（十）赔礼道歉。以上承担民事责任的方式，可以单独适用，也可以合并适用。人民法院审理民事案件，除适用上述规定外，还可以予以训诫、责令具结悔过，收缴进行非法活动的财物和非法所得，并可以依照法律规定处以罚款、拘留。
《中华人民共和国民法通则》第八十七条,6043, 债权人或者债务人一方人数为二人以上的，依照法律的规定或者当事人的约定，享有连带权利的每个债权人，都有权要求债务人履行义务；负有连带义务的每个债务人，都负有清偿全部债务的义务，履行了义务的人，有权要求其他负有连带义务的人偿付他应当承担的份额。
《最高人民法院关于人民法院审理借贷案件的若干意见》第9条,6027,N/A
《关于审理民间借贷案件适用法律若干问题的规定》第二十六条,5946,N/A
《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二十五条,5852,借贷双方没有约定利息，出借人主张支付借期内利息的，人民法院不予支持。 自然人之间借贷对利息约定不明，出借人主张支付利息的，人民法院不予支持。除自然人之间借贷的外，借贷双方对借贷利息约定不明，出借人主张利息的，人民法院应当结合民间借贷合同的内容，并根据当地或者当事人的交易方式、交易习惯、市场利率等因素确定利息
《关于人民法院审理借贷案件的若干意见》第6条,5307,N/A
《中华人民共和国担保法》第十二条,4583, 同一债务有两个以上保证人的，保证人应当按照保证合同约定的保证份额，承担保证责任。没有约定保证份额的，保证人承担连带责任，债权人可以要求任何一个保证人承担全部保证责任，保证人都负有担保全部债权实现的义务。已经承担保证责任的保证人，有权向债务人追偿，或者要求承担连带责任的其他保证人清偿其应当承担的份额。
《中华人民共和国继承法》第三十三条,4174,  继承遗产应当清偿被继承人依法应当缴纳的税款和债务，缴纳税款和清偿债务以他的遗产实际价值为限。超过遗产实际价值部分，继承人自愿偿还的不在此限。继承人放弃继承的，对被继承人依法应当缴纳的税款和债务可以不负偿还责任。
《中华人民共和国担保法》第三十三条,4082, 本法所称抵押，是指债务人或者第三人不转移对本法第三十四条所列财产的占有，将该财产作为债权的担保。债务人不履行债务时，债权人有权依照本法规定以该财产折价或者以拍卖、变卖该财产的价款优先受偿。前款规定的债务人或者第三人为抵押人，债权人为抵押权人，提供担保的财产为抵押物。
《中华人民共和国合同法》第六十二条,3937,  当事人就有关合同内容约定不明确，依照本法第六十一条的规定仍不能确定的，适用下列规定：（一）质量要求不明确的，按照国家标准、行业标准履行；没有国家标准、行业标准的，按照通常标准或者符合合同目的的特定标准履行。（二）价款或者报酬不明确的，按照订立合同时履行地的市场价格履行；依法应当执行政府定价或者政府指导价的，按照规定履行。（三）履行地点不明确，给付货币的，在接受货币一方所在地履行；交付不动产的，在不动产所在地履行；其他标的，在履行义务一方所在地履行。（四）履行期限不明确的，债务人可以随时履行，债权人也可以随时要求履行，但应当给对方必要的准备时间。（五）履行方式不明确的，按照有利于实现合同目的的方式履行。（六）履行费用的负担不明确的，由履行义务一方负担。
《中华人民共和国民法通则》第五条,3899, 公民、法人的合法的民事权益受法律保护，任何组织和个人不得侵犯。
《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》第九十条,3713,N/A
《中华人民共和国民法通则》第一百一十一条,3692, 当事人一方不履行合同义务或者履行合同义务不符合约定条件的，另一方有权要求履行或者采取补救措施，并有权要求赔偿损失。
《中华人民共和国民事诉讼法》第十三条,3688, 民事诉讼应当遵循诚实信用原则。当事人有权在法律规定的范围内处分自己的民事权利和诉讼权利。
《中华人民共和国合同法》第六条,3646,  当事人行使权利、履行义务应当遵循诚实信用原则。
《中华人民共和国民事诉讼法》第二百五十三条,3489, 被执行人未按判决、裁定和其他法律文书指定的期间履行给付金钱义务的，应当加倍支付迟延履行期间的债务利息。被执行人未按判决、裁定和其他法律文书指定的期间履行其他义务的，应当支付迟延履行金。
《中华人民共和国合同法》第一百零九条,3472,  当事人一方未支付价款或者报酬的，对方可以要求其支付价款或者报酬。
《关于人民法院审理借贷案件的若干意见》第9条,3466,N/A
《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二十八条,3410,借贷双方对前期借款本息结算后将利息计入后期借款本金并重新出具债权凭证，如果前期利率没有超过年利率24%，重新出具的债权凭证载明的金额可认定为后期借款本金；超过部分的利息不能计入后期借款本金。约定的利率超过年利率24%，当事人主张超过部分的利息不能计入后期借款本金的，人民法院应予支持。 按前款计算，借款人在借款期间届满后应当支付的本息之和，不能超过最初借款本金与以最初借款本金为基数，以年利率24%计算的整个借款期间的利息之和。出借人请求借款人支付超过部分的，人民法院不予支持。
《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二十七条,3215,借据、收据、欠条等债权凭证载明的借款金额，一般认定为本金。预先在本金中扣除利息的，人民法院应当将实际出借的金额认定为本金。
《中华人民共和国合同法》第一百九十八条,3180,  订立借款合同，贷款人可以要求借款人提供担保。担保依照《中华人民共和国担保法》的规定。
《中华人民共和国合同法》第一百零八条,3142,  当事人一方明确表示或者以自己的行为表明不履行合同义务的，对方可以在履行期限届满之前要求其承担违约责任。
《中华人民共和国民事诉讼法》第一百六十二条,3072, 基层人民法院和它派出的法庭审理符合本法第一百五十七条第一款规定的简单的民事案件，标的额为各省、自治区、直辖市上年度就业人员年平均工资百分之三十以下的，实行一审终审。
《中华人民共和国物权法》第一百七十九条,2831,  为担保债务的履行，债务人或者第三人不转移财产的占有，将该财产抵押给债权人的
《中华人民共和国合同法》第一百一十三条,2802,  当事人一方不履行合同义务或者履行合同义务不符合约定，给对方造成损失的，损失赔偿额应当相当于因违约所造成的损失，包括合同履行后可以获得的利益，但不得超过违反合同一方订立合同时预见到或者应当预见到的因违反合同可能造成的损失。经营者对消费者提供商品或者服务有欺诈行为的，依照《中华人民共和国消费者权益保护法》的规定承担损害赔偿责任。
《中华人民共和国担保法》第十七条,2743, 当事人在保证合同中约定，债务人不能履行债务时，由保证人承担保证责任的，为一般保证。一般保证的保证人在主合同纠纷未经审判或者仲裁，并就债务人财产依法强制执行仍不能履行债务前，对债权人可以拒绝承担保证责任。有下列情形之一的，保证人不得行使前款规定的权利：（一）债务人住所变更，致使债权人要求其履行债务发生重大困难的；（二）人民法院受理债务人破产案件，中止执行程序的；（三）保证人以书面形式放弃前款规定的权利的。
《中华人民共和国合同法》第一百九十七条,2743,  借款合同采用书面形式，但自然人之间借款另有约定的除外。借款合同的内容包括借款种类、币种、用途、数额、利率、期限和还款方式等条款。
《中华人民共和国合同法》第九十四条,2719,  有下列情形之一的，当事人可以解除合同：（一）因不可抗力致使不能实现合同目的；（二）在履行期限届满之前，当事人一方明确表示或者以自己的行为表明不履行主要债务；（三）当事人一方迟延履行主要债务，经催告后在合理期限内仍未履行；（四）当事人一方迟延履行债务或者有其他违约行为致使不能实现合同目的；（五）法律规定的其他情形。
《中华人民共和国民事诉讼法》第一百五十二条,2669, 判决书应当写明判决结果和作出该判决的理由。判决书内容包括：（一）案由、诉讼请求、争议的事实和理由；（二）判决认定的事实和理由、适用的法律和理由；（三）判决结果和诉讼费用的负担；（四）上诉期间和上诉的法院。判决书由审判人员、书记员署名，加盖人民法院印章。
《中华人民共和国民事诉讼法》第三十九条,2632, 人民法院审理第一审民事案件，由审判员、陪审员共同组成合议庭或者由审判员组成合议庭。合议庭的成员人数，必须是单数。适用简易程序审理的民事案件，由审判员一人独任审理。陪审员在执行陪审职务时，与审判员有同等的权利义务。
《中华人民共和国合同法》第八十条,2444,  债权人转让权利的，应当通知债务人。未经通知，该转让对债务人不发生效力。债权人转让权利的通知不得撤销，但经受让人同意的除外。
《最高人民法院﹤关于人民法院审理借贷案件的若干意见﹥》第六条,2420,N/A
《最高人民法院关于适用﹤中华人民共和国民事诉讼法﹥的解释》第九十条,2267,N/A
《中华人民共和国担保法》第五十三条,2254, 债务履行期届满抵押权人未受清偿的，可以与抵押人协议以抵押物折价或者以拍卖、变卖该抵押物所得的价款受偿；协议不成的，抵押权人可以向人民法院提起诉讼。抵押物折价或者拍卖、变卖后，其价款超过债权数额的部分归抵押人所有，不足部分由债务人清偿。
《中华人民共和国物权法》第一百八十七条,2156,  以本法第一百八十条第一款第一项至第三项规定的财产或者第五项规定的正在建造的建筑物抵押的，应当办理抵押登记。抵押权自登记时设立。
《中华人民共和国合同法》第一百一十二条,2073,  当事人一方不履行合同义务或者履行合同义务不符合约定的，在履行义务或者采取补救措施后，对方还有其他损失的，应当赔偿损失。
《中华人民共和国担保法》第四十六条,2070, 抵押担保的范围包括主债权及利息、违约金、损害赔偿金和实现抵押权的费用。抵押合同另有约定的，按照约定。
《中华人民共和国继承法》第十条,2044,  遗产按照下列顺序继承：第一顺序：配偶、子女、父母。第二顺序：兄弟姐妹、祖父母、外祖父母。继承开始后，由第一顺序继承人继承，第二顺序继承人不继承。没有第一顺序继承人继承的，由第二顺序继承人继承。本法所说的子女，包括婚生子女、非婚生子女、养子女和有扶养关系的继子女。本法所说的父母，包括生父母、养父母和有扶养关系的继父母。本法所说的兄弟姐妹，包括同父母的兄弟姐妹、同父异母或者同母异父的兄弟姐妹、养兄弟姐妹、有扶养关系的继兄弟姐妹。
《最高人民法院〈关于人民法院审理借贷案件的若干意见〉》第六条,2030,N/A
《最高人民法院关于适用〈中华人民共和国担保法〉若干问题的解释》第三十二条,2018,N/A
《中华人民共和国合同法》第七十九条,1950,  债权人可以将合同的权利全部或者部分转让给第三人，但有下列情形之一的除外：（一）根据合同性质不得转让；（二）按照当事人约定不得转让；（三）依照法律规定不得转让。
《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》第九十条,1895,N/A
《最高人民法院关于适用中华人民共和国婚姻法若干问题的解释（二）》第二十四条,1871,N/A
《中华人民共和国担保法》第四十一条,1864, 当事人以本法第四十二条规定的财产抵押的，应当办理抵押物登记，抵押合同自登记之日起生效。
《最高人民法院关于适用〈中华人民共和国担保法〉若干问题的解释》第四十二条,1846,N/A
《最高人民法院关于适用﹤中华人民共和国担保法﹥若干问题的解释》第三十二条,1826,N/A
《中华人民共和国合同法》第六十一条,1821,  合同生效后，当事人就质量、价款或者报酬、履行地点等内容没有约定或者约定不明确的，可以协议补充；不能达成补充协议的，按照合同有关条款或者交易习惯确定。
《最高人民法院关于适用﹤中华人民共和国合同法﹥若干问题的解释（二）》第二十一条,1777,N/A
《最高人民法院关于适用〈中华人民共和国合同法〉若干问题的解释（二）》第二十一条,1728,N/A
《中华人民共和国民法通则》第一百三十五条,1626, 向人民法院请求保护民事权利的诉讼时效期间为二年，法律另有规定的除外。
《中华人民共和国合同法》第八十四条,1614,  债务人将合同的义务全部或者部分转移给第三人的，应当经债权人同意。
《中华人民共和国担保法》第二十五条,1599, 一般保证的保证人与债权人未约定保证期间的，保证期间为主债务履行期届满之日起六个月。在合同约定的保证期间和前款规定的保证期间，债权人未对债务人提起诉讼或者申请仲裁的，保证人免除保证责任；债权人已提起诉讼或者申请仲裁的，保证期间适用诉讼时效中断的规定。
